putative enhancer	module assignment
chr16:97171688-97172187|cCREs105611	M1
chr17:17004968-17005467|cCREs107137	M1
chr17:17374155-17374654|cCREs107143	M1
chr17:17828562-17829061|cCREs107180	M1
chr17:17838275-17838774|cCREs107182	M1
chr17:21650496-21650995|cCREs107212	M1
chr17:23548733-23549232|cCREs107249	M1
chr17:23550296-23550795|cCREs107250	M1
chr17:23592664-23593163|cCREs107255	M1
chr17:23700146-23700645|cCREs107263	M1
chr17:23802825-23803324|cCREs107275	M1
chr17:24205463-24205962|cCREs107317	M1
chr17:24211668-24212167|cCREs107320	M1
chr17:24212274-24212773|cCREs107321	M1
chr17:24455273-24455772|cCREs107340	M1
chr17:24535418-24535917|cCREs107356	M1
chr17:24719894-24720393|cCREs107387	M1
chr17:25222153-25222652|cCREs107440	M1
chr17:26009555-26010054|cCREs107571	M1
chr17:26693492-26693991|cCREs107677	M1
chr17:26946729-26947228|cCREs107708	M1
chr17:27511961-27512460|cCREs107788	M1
chr17:29095397-29095896|cCREs108044	M1
chr17:29155716-29156215|cCREs108049	M1
chr17:29341516-29342015|cCREs108089	M1
chr17:31512283-31512782|cCREs108355	M1
chr17:32364376-32364875|cCREs108474	M1
chr17:33092522-33093021|cCREs108521	M1
chr17:33685345-33685844|cCREs108542	M1
chr17:33817605-33818104|cCREs108557	M1
chr17:33930748-33931247|cCREs108569	M1
chr17:33981275-33981774|cCREs108576	M1
chr17:34119420-34119919|cCREs108590	M1
chr17:34120438-34120937|cCREs108591	M1
chr17:34121142-34121641|cCREs108592	M1
chr17:34309840-34310339|cCREs108618	M1
chr17:34587520-34588019|cCREs108637	M1
chr17:34592125-34592624|cCREs108638	M1
chr17:34894163-34894662|cCREs108664	M1
chr17:35700566-35701065|cCREs108757	M1
chr17:36231417-36231916|cCREs108835	M1
chr17:36900120-36900619|cCREs108855	M1
chr17:36929357-36929856|cCREs108856	M1
chr17:37067727-37068226|cCREs108882	M1
chr1:74386926-74387425|cCREs7121	M1
chr17:46030527-46031026|cCREs109418	M1
chr17:46031032-46031531|cCREs109419	M1
chr17:46856774-46857273|cCREs109528	M1
chr17:47332361-47332860|cCREs109600	M1
chr17:47672441-47672940|cCREs109628	M1
chr1:74803158-74803657|cCREs7168	M1
chr1:74858498-74858997|cCREs7182	M1
chr17:51740380-51740879|cCREs110132	M1
chr17:51742226-51742725|cCREs110133	M1
chr17:51805216-51805715|cCREs110146	M1
chr1:75218399-75218898|cCREs7212	M1
chr1:75248176-75248675|cCREs7223	M1
chr17:53568308-53568807|cCREs110243	M1
chr1:75445393-75445892|cCREs7265	M1
chr1:75459456-75459955|cCREs7274	M1
chr1:75467588-75468087|cCREs7276	M1
chr1:75559516-75560015|cCREs7291	M1
chr17:55945333-55945832|cCREs110380	M1
chr17:56081323-56081822|cCREs110404	M1
chr17:56360583-56361082|cCREs110457	M1
chr17:56493887-56494386|cCREs110497	M1
chr17:69156687-69157186|cCREs111652	M1
chr17:71598715-71599214|cCREs111970	M1
chr17:72604619-72605118|cCREs112092	M1
chr1:77516270-77516769|cCREs7507	M1
chr1:78371770-78372269|cCREs7577	M1
chr17:86151019-86151518|cCREs113607	M1
chr17:86437949-86438448|cCREs113674	M1
chr17:86964634-86965133|cCREs113749	M1
chr18:15064727-15065226|cCREs115501	M1
chr18:15078598-15079097|cCREs115505	M1
chr18:31448485-31448984|cCREs117022	M1
chr18:31662672-31663171|cCREs117037	M1
chr18:34855350-34855849|cCREs117417	M1
chr18:34860813-34861312|cCREs117420	M1
chr18:35919696-35920195|cCREs117613	M1
chr18:36068245-36068744|cCREs117645	M1
chr18:36286251-36286750|cCREs117675	M1
chr18:36287001-36287500|cCREs117676	M1
chr18:36328766-36329265|cCREs117684	M1
chr18:37842771-37843270|cCREs117803	M1
chr18:37844486-37844985|cCREs117804	M1
chr18:38014951-38015450|cCREs117830	M1
chr18:38025105-38025604|cCREs117834	M1
chr18:38064940-38065439|cCREs117845	M1
chr18:38083195-38083694|cCREs117849	M1
chr18:38092768-38093267|cCREs117853	M1
chr18:38094625-38095124|cCREs117854	M1
chr18:38147034-38147533|cCREs117868	M1
chr18:38241045-38241544|cCREs117894	M1
chr18:4602572-4603071|cCREs114456	M1
chr18:47330468-47330967|cCREs119099	M1
chr1:85758507-85759006|cCREs8359	M1
chr1:85931173-85931672|cCREs8391	M1
chr1:86021557-86022056|cCREs8411	M1
chr1:86032288-86032787|cCREs8412	M1
chr18:60600387-60600886|cCREs120589	M1
chr18:60610073-60610572|cCREs120591	M1
chr18:60615614-60616113|cCREs120593	M1
chr18:60620887-60621386|cCREs120595	M1
chr18:60625416-60625915|cCREs120598	M1
chr18:60632814-60633313|cCREs120601	M1
chr18:60762536-60763035|cCREs120640	M1
chr18:60817108-60817607|cCREs120656	M1
chr18:60859952-60860451|cCREs120671	M1
chr18:60915861-60916360|cCREs120686	M1
chr18:60918992-60919491|cCREs120687	M1
chr18:60930626-60931125|cCREs120690	M1
chr18:60934404-60934903|cCREs120692	M1
chr18:60947147-60947646|cCREs120697	M1
chr18:60990536-60991035|cCREs120704	M1
chr18:61737315-61737814|cCREs120843	M1
chr18:73962292-73962791|cCREs122402	M1
chr18:73986976-73987475|cCREs122412	M1
chr18:74182697-74183196|cCREs122448	M1
chr1:87475481-87475980|cCREs8598	M1
chr18:74928927-74929426|cCREs122525	M1
chr1:87508049-87508548|cCREs8607	M1
chr1:87681022-87681521|cCREs8642	M1
chr18:77742512-77743011|cCREs122933	M1
chr18:78243870-78244369|cCREs123004	M1
chr18:78692266-78692765|cCREs123070	M1
chr18:80455651-80456150|cCREs123308	M1
chr1:88562505-88563004|cCREs8755	M1
chr18:86415703-86416202|cCREs123999	M1
chr18:86712261-86712760|cCREs124036	M1
chr18:86713044-86713543|cCREs124037	M1
chr1:89092737-89093236|cCREs8835	M1
chr1:89138438-89138937|cCREs8841	M1
chr1:89577037-89577536|cCREs8913	M1
chr19:10300978-10301477|cCREs125036	M1
chr19:10398429-10398928|cCREs125060	M1
chr19:10602917-10603416|cCREs125091	M1
chr1:91062534-91063033|cCREs9132	M1
chr19:10809513-10810012|cCREs125123	M1
chr19:10868409-10868908|cCREs125132	M1
chr1:91209936-91210435|cCREs9159	M1
chr1:91457845-91458344|cCREs9197	M1
chr19:21525892-21526391|cCREs126041	M1
chr19:23879960-23880459|cCREs126388	M1
chr19:29253890-29254389|cCREs127069	M1
chr19:40471912-40472411|cCREs128111	M1
chr19:40873098-40873597|cCREs128170	M1
chr19:4100838-4101337|cCREs124341	M1
chr19:4121471-4121970|cCREs124344	M1
chr19:42170455-42170954|cCREs128345	M1
chr19:42316043-42316542|cCREs128371	M1
chr19:46317972-46318471|cCREs128812	M1
chr19:46330071-46330570|cCREs128816	M1
chr19:46348948-46349447|cCREs128821	M1
chr19:46499826-46500325|cCREs128850	M1
chr19:46523758-46524257|cCREs128858	M1
chr19:46961794-46962293|cCREs128932	M1
chr19:46962294-46962793|cCREs128933	M1
chr19:4994166-4994665|cCREs124453	M1
chr19:5001779-5002278|cCREs124455	M1
chr19:5048293-5048792|cCREs124460	M1
chr19:5048801-5049300|cCREs124461	M1
chr19:5052248-5052747|cCREs124463	M1
chr19:53314128-53314627|cCREs129545	M1
chr19:53415333-53415832|cCREs129559	M1
chr19:5803535-5804034|cCREs124568	M1
chr19:60555033-60555532|cCREs130483	M1
chr19:6077173-6077672|cCREs124610	M1
chr19:61226977-61227476|cCREs130539	M1
chr19:6497469-6497968|cCREs124673	M1
chr19:6504011-6504510|cCREs124676	M1
chr19:7029589-7030088|cCREs124742	M1
chr19:7081906-7082405|cCREs124751	M1
chr19:7280690-7281189|cCREs124800	M1
chr1:97636829-97637328|cCREs9757	M1
chr1:97976986-97977485|cCREs9822	M1
chr19:8771003-8771502|cCREs124879	M1
chr2:102579385-102579884|cCREs140996	M1
chr2:102599575-102600074|cCREs141002	M1
chr2:102703624-102704123|cCREs141031	M1
chr2:102772404-102772903|cCREs141046	M1
chr2:102990067-102990566|cCREs141086	M1
chr2:103872052-103872551|cCREs141223	M1
chr2:110906570-110907069|cCREs141932	M1
chr2:11501369-11501868|cCREs131513	M1
chr2:115852700-115853199|cCREs142406	M1
chr2:115855083-115855582|cCREs142407	M1
chr2:115861006-115861505|cCREs142409	M1
chr2:115895388-115895887|cCREs142412	M1
chr2:116018896-116019395|cCREs142430	M1
chr2:116062304-116062803|cCREs142442	M1
chr2:116071625-116072124|cCREs142445	M1
chr2:116072583-116073082|cCREs142446	M1
chr2:116074826-116075325|cCREs142447	M1
chr2:116076049-116076548|cCREs142448	M1
chr2:116418648-116419147|cCREs142480	M1
chr2:117017910-117018409|cCREs142539	M1
chr2:118714365-118714864|cCREs142802	M1
chr2:119743213-119743712|cCREs142916	M1
chr2:119747707-119748206|cCREs142917	M1
chr2:119800978-119801477|cCREs142924	M1
chr2:119872473-119872972|cCREs142941	M1
chr2:119873152-119873651|cCREs142942	M1
chr2:120044249-120044748|cCREs142958	M1
chr2:120046811-120047310|cCREs142959	M1
chr2:120731383-120731882|cCREs143036	M1
chr2:121294778-121295277|cCREs143083	M1
chr2:121358577-121359076|cCREs143096	M1
chr2:122348601-122349100|cCREs143218	M1
chr2:122377455-122377954|cCREs143224	M1
chr2:127498808-127499307|cCREs143800	M1
chr2:128573252-128573751|cCREs143940	M1
chr2:130840078-130840577|cCREs144243	M1
chr2:131210323-131210822|cCREs144286	M1
chr2:131996932-131997431|cCREs144433	M1
chr2:136058068-136058567|cCREs144929	M1
chr2:136914452-136914951|cCREs145053	M1
chr2:144165165-144165664|cCREs145922	M1
chr2:144165689-144166188|cCREs145923	M1
chr2:144172526-144173025|cCREs145925	M1
chr2:144381469-144381968|cCREs145973	M1
chr2:144459017-144459516|cCREs145987	M1
chr2:151576127-151576626|cCREs146778	M1
chr2:152029340-152029839|cCREs146841	M1
chr2:152396287-152396786|cCREs146881	M1
chr2:152398849-152399348|cCREs146884	M1
chr2:152406209-152406708|cCREs146885	M1
chr2:152437575-152438074|cCREs146890	M1
chr2:153478686-153479185|cCREs147037	M1
chr2:154557220-154557719|cCREs147158	M1
chr2:154656874-154657373|cCREs147171	M1
chr2:155386572-155387071|cCREs147248	M1
chr2:155514802-155515301|cCREs147260	M1
chr2:156475552-156476051|cCREs147397	M1
chr2:156841292-156841791|cCREs147480	M1
chr2:157058627-157059126|cCREs147524	M1
chr2:158667092-158667591|cCREs147777	M1
chr2:160953343-160953842|cCREs148039	M1
chr2:164938765-164939264|cCREs148561	M1
chr2:165884701-165885200|cCREs148723	M1
chr2:166031332-166031831|cCREs148747	M1
chr2:167071821-167072320|cCREs148959	M1
chr2:167219488-167219987|cCREs148988	M1
chr2:168115048-168115547|cCREs149125	M1
chr2:168205393-168205892|cCREs149140	M1
chr2:168250436-168250935|cCREs149145	M1
chr2:172329326-172329825|cCREs149592	M1
chr2:178297322-178297821|cCREs149963	M1
chr2:179443573-179444072|cCREs150086	M1
chr2:180702044-180702543|cCREs150273	M1
chr2:181581925-181582424|cCREs150401	M1
chr2:18587073-18587572|cCREs132205	M1
chr2:22589285-22589784|cCREs132664	M1
chr2:23068918-23069417|cCREs132724	M1
chr2:25228693-25229192|cCREs132870	M1
chr2:27540263-27540762|cCREs133193	M1
chr2:30066263-30066762|cCREs133547	M1
chr2:30441806-30442305|cCREs133593	M1
chr2:30652491-30652990|cCREs133624	M1
chr2:30657771-30658270|cCREs133626	M1
chr2:30693326-30693825|cCREs133637	M1
chr2:30721972-30722471|cCREs133645	M1
chr2:30828260-30828759|cCREs133663	M1
chr2:31298922-31299421|cCREs133745	M1
chr2:31483059-31483558|cCREs133764	M1
chr2:31654142-31654641|cCREs133778	M1
chr2:32137883-32138382|cCREs133849	M1
chr2:32431146-32431645|cCREs133901	M1
chr2:32857712-32858211|cCREs133972	M1
chr2:32969436-32969935|cCREs133998	M1
chr2:33014946-33015445|cCREs134008	M1
chr2:33090710-33091209|cCREs134026	M1
chr2:33095195-33095694|cCREs134027	M1
chr2:34870955-34871454|cCREs134273	M1
chr2:34905131-34905630|cCREs134276	M1
chr2:35271845-35272344|cCREs134319	M1
chr2:36011347-36011846|cCREs134467	M1
chr2:38350951-38351450|cCREs134639	M1
chr2:38510172-38510671|cCREs134665	M1
chr2:39007934-39008433|cCREs134736	M1
chr2:49749853-49750352|cCREs135625	M1
chr2:52638317-52638816|cCREs136008	M1
chr2:58309101-58309600|cCREs136448	M1
chr2:58324477-58324976|cCREs136450	M1
chr2:58484704-58485203|cCREs136477	M1
chr2:58565379-58565878|cCREs136498	M1
chr2:58642156-58642655|cCREs136513	M1
chr2:61804489-61804988|cCREs136944	M1
chr2:61815598-61816097|cCREs136946	M1
chr2:62495515-62496014|cCREs137012	M1
chr2:62628471-62628970|cCREs137038	M1
chr2:62923888-62924387|cCREs137077	M1
chr2:66364168-66364667|cCREs137424	M1
chr2:6721120-6721619|cCREs131049	M1
chr2:70558276-70558775|cCREs137899	M1
chr2:73572636-73573135|cCREs138359	M1
chr2:80074152-80074651|cCREs139129	M1
chr2:85004516-85005015|cCREs139555	M1
chr2:90877650-90878149|cCREs139802	M1
chr2:91229885-91230384|cCREs139866	M1
chr2:92008430-92008929|cCREs139993	M1
chr2:92813093-92813592|cCREs140127	M1
chr3:100705309-100705808|cCREs159587	M1
chr3:107442466-107442965|cCREs160534	M1
chr3:107537250-107537749|cCREs160559	M1
chr3:107758760-107759259|cCREs160596	M1
chr3:108401793-108402292|cCREs160735	M1
chr3:108554512-108555011|cCREs160761	M1
chr3:13254158-13254657|cCREs151020	M1
chr3:132928440-132928939|cCREs163146	M1
chr3:134146685-134147184|cCREs163282	M1
chr3:13472798-13473297|cCREs151030	M1
chr3:152193766-152194265|cCREs165335	M1
chr3:18055561-18056060|cCREs151290	M1
chr3:27709927-27710426|cCREs152214	M1
chr3:36455666-36456165|cCREs153195	M1
chr3:36484400-36484899|cCREs153202	M1
chr3:37788412-37788911|cCREs153354	M1
chr3:41566077-41566576|cCREs153788	M1
chr3:5211454-5211953|cCREs150463	M1
chr3:65529260-65529759|cCREs156015	M1
chr3:68126342-68126841|cCREs156255	M1
chr3:88133435-88133934|cCREs158293	M1
chr3:88138369-88138868|cCREs158294	M1
chr3:88177740-88178239|cCREs158304	M1
chr3:88579573-88580072|cCREs158386	M1
chr3:88621046-88621545|cCREs158391	M1
chr3:89089968-89090467|cCREs158447	M1
chr3:89213910-89214409|cCREs158463	M1
chr3:89459040-89459539|cCREs158518	M1
chr3:90585681-90586180|cCREs158674	M1
chr3:90615531-90616030|cCREs158684	M1
chr3:95105176-95105675|cCREs158923	M1
chr3:95243239-95243738|cCREs158951	M1
chr3:95627909-95628408|cCREs158988	M1
chr3:95951260-95951759|cCREs159034	M1
chr3:95985345-95985844|cCREs159041	M1
chr3:95997476-95997975|cCREs159048	M1
chr3:96500386-96500885|cCREs159123	M1
chr3:98063542-98064041|cCREs159363	M1
chr4:107803729-107804228|cCREs176299	M1
chr4:114372809-114373308|cCREs176728	M1
chr4:114416375-114416874|cCREs176739	M1
chr4:114442746-114443245|cCREs176745	M1
chr4:114459718-114460217|cCREs176747	M1
chr4:114460496-114460995|cCREs176748	M1
chr4:114461175-114461674|cCREs176749	M1
chr4:114476311-114476810|cCREs176752	M1
chr4:114487795-114488294|cCREs176755	M1
chr4:114513263-114513762|cCREs176756	M1
chr4:114537793-114538292|cCREs176760	M1
chr4:114624172-114624671|cCREs176776	M1
chr4:116597563-116598062|cCREs176952	M1
chr4:116817588-116818087|cCREs176979	M1
chr4:116824702-116825201|cCREs176982	M1
chr4:117120545-117121044|cCREs177003	M1
chr4:117836335-117836834|cCREs177105	M1
chr4:119460881-119461380|cCREs177314	M1
chr4:120591080-120591579|cCREs177514	M1
chr4:120815751-120816250|cCREs177556	M1
chr4:120825236-120825735|cCREs177558	M1
chr4:12087880-12088379|cCREs167172	M1
chr4:123013972-123014471|cCREs177644	M1
chr4:123053141-123053640|cCREs177655	M1
chr4:124398432-124398931|cCREs177815	M1
chr4:124894781-124895280|cCREs177885	M1
chr4:127015435-127015934|cCREs178139	M1
chr4:127189100-127189599|cCREs178160	M1
chr4:127235871-127236370|cCREs178169	M1
chr4:128993065-128993564|cCREs178410	M1
chr4:129048861-129049360|cCREs178421	M1
chr4:129514458-129514957|cCREs178479	M1
chr4:129556539-129557038|cCREs178484	M1
chr4:129608773-129609272|cCREs178490	M1
chr4:129819984-129820483|cCREs178522	M1
chr4:129820579-129821078|cCREs178523	M1
chr4:132171026-132171525|cCREs178837	M1
chr4:133753738-133754237|cCREs179070	M1
chr4:133910750-133911249|cCREs179088	M1
chr4:134483698-134484197|cCREs179156	M1
chr4:137212347-137212846|cCREs179507	M1
chr4:13744952-13745451|cCREs167325	M1
chr4:13785681-13786180|cCREs167334	M1
chr4:138395240-138395739|cCREs179691	M1
chr4:138447019-138447518|cCREs179698	M1
chr4:138447555-138448054|cCREs179699	M1
chr4:138463098-138463597|cCREs179704	M1
chr4:138504827-138505326|cCREs179718	M1
chr4:139574517-139575016|cCREs179904	M1
chr4:139575323-139575822|cCREs179905	M1
chr4:140371547-140372046|cCREs180007	M1
chr4:141419456-141419955|cCREs180163	M1
chr4:141545130-141545629|cCREs180192	M1
chr4:141545890-141546389|cCREs180193	M1
chr4:141546569-141547068|cCREs180194	M1
chr4:145096806-145097305|cCREs180502	M1
chr4:148053378-148053877|cCREs180578	M1
chr4:148360962-148361461|cCREs180630	M1
chr4:149445394-149445893|cCREs180781	M1
chr4:150033022-150033521|cCREs180897	M1
chr4:151041658-151042157|cCREs181061	M1
chr4:151981522-151982021|cCREs181203	M1
chr4:154856112-154856611|cCREs181567	M1
chr4:154877961-154878460|cCREs181569	M1
chr4:155345084-155345583|cCREs181676	M1
chr4:155345702-155346201|cCREs181677	M1
chr4:155382914-155383413|cCREs181681	M1
chr4:155775537-155776036|cCREs181733	M1
chr4:155783997-155784496|cCREs181736	M1
chr4:17636076-17636575|cCREs167680	M1
chr4:22477697-22478196|cCREs168020	M1
chr4:32855663-32856162|cCREs168768	M1
chr4:43443028-43443527|cCREs169653	M1
chr4:43630279-43630778|cCREs169685	M1
chr4:47293917-47294416|cCREs170179	M1
chr4:49844344-49844843|cCREs170501	M1
chr4:56963791-56964290|cCREs171225	M1
chr4:57230377-57230876|cCREs171278	M1
chr4:57633156-57633655|cCREs171351	M1
chr4:57683045-57683544|cCREs171364	M1
chr4:59381113-59381612|cCREs171575	M1
chr4:6881056-6881555|cCREs166623	M1
chr4:72158164-72158663|cCREs172744	M1
chr4:78213096-78213595|cCREs173132	M1
chr4:80911974-80912473|cCREs173246	M1
chr4:87883356-87883855|cCREs174084	M1
chr5:104112130-104112629|cCREs191532	M1
chr5:107359469-107359968|cCREs191826	M1
chr5:107868892-107869391|cCREs191892	M1
chr5:108368952-108369451|cCREs191931	M1
chr5:108581515-108582014|cCREs191949	M1
chr5:110521098-110521597|cCREs192038	M1
chr5:110562753-110563252|cCREs192046	M1
chr5:110598808-110599307|cCREs192054	M1
chr5:110996994-110997493|cCREs192092	M1
chr5:113872044-113872543|cCREs192596	M1
chr5:117000783-117001282|cCREs193011	M1
chr5:117069282-117069781|cCREs193017	M1
chr5:118108557-118109056|cCREs193157	M1
chr5:118514328-118514827|cCREs193220	M1
chr5:120587276-120587775|cCREs193408	M1
chr5:120656333-120656832|cCREs193425	M1
chr5:122775132-122775631|cCREs193733	M1
chr5:122775853-122776352|cCREs193734	M1
chr5:122900365-122900864|cCREs193750	M1
chr5:122987421-122987920|cCREs193760	M1
chr5:123228102-123228601|cCREs193793	M1
chr5:124085562-124086061|cCREs193918	M1
chr5:124185521-124186020|cCREs193935	M1
chr5:125141600-125142099|cCREs194088	M1
chr5:125176937-125177436|cCREs194100	M1
chr5:125393116-125393615|cCREs194155	M1
chr5:126973514-126974013|cCREs194350	M1
chr5:135026076-135026575|cCREs195286	M1
chr5:135688859-135689358|cCREs195362	M1
chr5:135851009-135851508|cCREs195390	M1
chr5:135868258-135868757|cCREs195392	M1
chr5:136102235-136102734|cCREs195422	M1
chr5:136244889-136245388|cCREs195438	M1
chr5:137030130-137030629|cCREs195533	M1
chr5:137656970-137657469|cCREs195603	M1
chr5:142367351-142367850|cCREs196176	M1
chr5:142629434-142629933|cCREs196225	M1
chr5:142701938-142702437|cCREs196239	M1
chr5:142819512-142820011|cCREs196258	M1
chr5:143943244-143943743|cCREs196416	M1
chr5:144719929-144720428|cCREs196493	M1
chr5:144768574-144769073|cCREs196502	M1
chr5:144937482-144937981|cCREs196529	M1
chr5:15935899-15936398|cCREs182717	M1
chr5:20951809-20952308|cCREs183224	M1
chr5:24383325-24383824|cCREs183631	M1
chr5:24550970-24551469|cCREs183663	M1
chr5:24602592-24603091|cCREs183672	M1
chr5:30775123-30775622|cCREs184314	M1
chr5:30869539-30870038|cCREs184329	M1
chr5:30916017-30916516|cCREs184339	M1
chr5:34242702-34243201|cCREs184725	M1
chr5:36581960-36582459|cCREs185082	M1
chr5:52783035-52783534|cCREs186820	M1
chr5:57715020-57715519|cCREs187224	M1
chr5:57715883-57716382|cCREs187225	M1
chr5:57719663-57720162|cCREs187228	M1
chr5:64029875-64030374|cCREs187637	M1
chr5:65175761-65176260|cCREs187850	M1
chr5:69233694-69234193|cCREs188347	M1
chr5:73120501-73121000|cCREs188690	M1
chr5:74207316-74207815|cCREs188891	M1
chr5:8312170-8312669|cCREs182226	M1
chr5:92959772-92960271|cCREs190481	M1
chr5:93000963-93001462|cCREs190488	M1
chr5:93005637-93006136|cCREs190489	M1
chr5:9495590-9496089|cCREs182361	M1
chr5:9661980-9662479|cCREs182389	M1
chr5:97901206-97901705|cCREs190756	M1
chr5:97935594-97936093|cCREs190762	M1
chr5:98185369-98185868|cCREs190792	M1
chr5:98186065-98186564|cCREs190793	M1
chr5:98189843-98190342|cCREs190794	M1
chr6:110647031-110647530|cCREs208501	M1
chr6:110818209-110818708|cCREs208518	M1
chr6:113179022-113179521|cCREs208830	M1
chr6:113341657-113342156|cCREs208852	M1
chr6:113342373-113342872|cCREs208853	M1
chr6:113494325-113494824|cCREs208881	M1
chr6:113743188-113743687|cCREs208926	M1
chr6:115239433-115239932|cCREs209209	M1
chr6:119388709-119389208|cCREs209790	M1
chr6:120483213-120483712|cCREs209910	M1
chr6:120504149-120504648|cCREs209914	M1
chr6:124745582-124746081|cCREs210274	M1
chr6:124768315-124768814|cCREs210280	M1
chr6:124847432-124847931|cCREs210300	M1
chr6:124862699-124863198|cCREs210306	M1
chr6:124904274-124904773|cCREs210314	M1
chr6:124917989-124918488|cCREs210320	M1
chr6:124993992-124994491|cCREs210328	M1
chr6:125081788-125082287|cCREs210341	M1
chr6:125089086-125089585|cCREs210342	M1
chr6:125148341-125148840|cCREs210353	M1
chr6:125163806-125164305|cCREs210359	M1
chr6:127902575-127903074|cCREs210728	M1
chr6:134887817-134888316|cCREs211198	M1
chr6:136172225-136172724|cCREs211429	M1
chr6:136558397-136558896|cCREs211480	M1
chr6:136817682-136818181|cCREs211509	M1
chr6:140519535-140520034|cCREs211977	M1
chr6:146634433-146634932|cCREs212748	M1
chr6:146958884-146959383|cCREs212798	M1
chr6:17764057-17764556|cCREs198492	M1
chr6:25709626-25710125|cCREs199192	M1
